153,118
224,131
194,157
156,167
162,214
226,210
261,156
312,172
303,112
329,106
348,114
387,121
408,111
379,158
436,149
449,127
408,190
438,194
386,199
376,232
265,240
234,247
193,253
152,256
154,236
182,190
249,271
197,299
163,298
159,274
255,312
308,324
310,260
337,274
364,285
356,309
357,325
390,339
406,301
457,319
474,357
299,398
284,464
367,482
376,436
364,402
400,384
425,411
437,388
479,397
517,390
537,353
576,338
491,445
442,447
573,423
541,414
620,435
693,445
701,403
659,479
694,489
583,486
395,363
242,416
235,393
210,447
167,447
178,378
157,418
233,351
181,332
282,354
249,488
557,461
436,353
482,307
653,394
639,402
654,408
568,405
581,403
587,390
507,325
522,308
518,293
513,282
502,290
485,268
447,249
494,220
521,207
491,192
497,203
522,189
547,174
577,135
585,175
619,202
641,231
710,191
680,136
492,160
529,148
546,152
529,123
468,121
475,132
474,142
485,125
498,126
402,204
464,220
454,233
473,234
532,246
459,290
451,298
445,275
425,265
343,251
330,222
363,348
501,308
609,308
633,288
688,269
693,305
694,345
662,333
649,339
645,329
635,330
621,334
597,323
608,339
638,373
635,353
658,355
636,165
617,125
623,137
674,379
673,387
548,289
549,259
583,268
565,213
605,222
687,243
338,375
393,409
403,404
425,333
