161,106
172,128
250,123
398,126
477,104
464,161
472,190
454,225
503,240
441,286
499,287
509,324
460,336
538,339
586,238
619,283
677,289
695,208
675,163
679,119
592,110
546,180
621,179
506,146
517,107
552,130
637,241
721,342
675,346
691,383
689,420
688,448
682,477
642,432
564,390
467,396
485,452
391,455
313,442
225,431
285,392
258,355
213,310
162,277
204,232
223,186
211,377
256,385
239,401
159,375
177,324
147,341
244,312
368,331
385,340
401,342
413,330
428,341
443,363
427,368
418,359
410,358
395,359
405,374
417,380
406,430
368,432
387,421
361,407
348,413
357,419
327,404
339,382
352,356
370,352
383,386
413,398
497,352
513,363
559,349
571,307
586,307
606,317
588,322
615,334
593,349
574,332
554,321
549,254
541,222
531,270
393,324
382,305
384,286
401,290
392,266
375,253
414,247
407,221
405,264
438,199
421,186
412,198
426,214
382,200
370,216
385,234
373,178
326,174
305,191
330,206
304,213
282,200
267,215
262,245
234,253
300,236
278,234
304,251
320,264
328,231
324,281
358,256
343,273
373,266
175,445
154,420
222,464
283,464
444,459
525,462
554,470
554,454
637,464
607,427
554,428
646,345
664,369
646,383
719,229
546,291
588,279
320,323
286,303
318,97
339,127
441,92
192,144
175,173
172,208
148,242
171,243
173,228
247,167
265,193
356,225
729,133
703,331
278,162
286,186
346,309
367,280
416,307
662,257
