175,117
206,113
158,157
200,144
226,174
242,163
183,181
191,212
214,239
243,202
186,265
159,231
160,201
163,299
208,303
185,326
251,339
236,304
249,268
293,232
175,370
249,378
216,413
163,417
179,465
284,456
266,412
296,379
330,414
321,433
343,432
390,418
384,471
418,431
436,444
490,447
398,361
343,320
322,352
341,380
302,339
358,277
391,289
402,296
405,312
417,324
432,331
432,379
463,358
434,358
435,351
443,388
483,397
436,316
451,319
496,319
456,278
516,259
407,229
361,224
353,251
527,410
542,410
567,419
581,438
545,459
532,442
575,480
619,440
652,475
727,488
687,450
683,484
695,403
724,435
652,391
645,400
637,402
667,387
696,343
709,372
660,360
611,356
582,388
647,381
569,328
613,332
596,330
591,317
623,306
656,312
689,322
703,302
529,356
437,194
429,206
363,181
376,170
399,110
376,117
368,147
420,154
457,121
472,172
465,213
468,227
451,232
521,187
584,193
575,208
640,172
650,193
649,205
661,239
690,274
701,161
639,123
685,126
525,127
598,132
614,151
565,119
537,227
556,232
225,443
287,136
255,122
265,165
223,126
310,277
