219,136
266,130
172,136
172,177
154,192
189,204
225,194
290,188
351,200
334,195
355,224
319,123
313,107
326,148
366,169
416,171
379,123
361,113
396,141
430,136
447,115
468,130
225,231
191,234
130,234
207,270
249,251
282,234
251,237
286,284
323,252
337,272
331,300
373,303
382,286
415,302
383,244
413,206
406,230
426,231
439,240
468,268
427,260
478,221
165,341
193,318
166,292
202,303
250,309
578,197
556,208
532,212
510,204
511,240
547,240
542,254
570,240
595,232
577,219
624,232
628,200
600,178
552,142
491,163
601,127
622,151
652,181
679,181
704,174
704,199
718,228
684,134
698,276
500,259
515,260
531,289
563,276
602,259
602,279
626,274
581,293
619,316
560,304
511,299
493,315
493,291
452,300
468,338
482,349
500,357
567,359
670,337
707,355
684,350
650,370
697,401
706,473
690,493
674,465
648,429
625,431
620,445
590,441
605,421
625,400
604,395
565,415
549,459
588,484
522,487
526,501
471,480
513,451
510,435
499,394
412,460
448,435
396,485
339,455
342,390
359,386
383,379
395,391
421,384
395,423
355,411
355,361
397,347
355,333
333,341
327,322
313,376
320,396
321,348
332,374
293,419
298,477
244,458
267,438
231,381
281,353
165,413
201,455
163,466
