189,108
237,130
293,112
354,124
161,143
184,142
202,127
202,152
230,165
201,183
165,168
165,190
163,219
180,241
251,219
302,197
337,173
373,183
355,169
379,157
395,158
416,149
414,124
453,122
444,155
459,169
265,172
303,150
220,220
206,253
233,273
274,277
304,277
330,261
362,243
357,258
437,235
455,197
404,193
406,218
403,229
389,227
380,218
354,204
305,241
157,275
184,288
227,237
277,141
260,115
268,125
496,161
499,188
485,195
484,180
499,115
479,128
476,112
549,116
590,99
613,101
678,121
703,103
679,106
694,193
671,152
696,154
650,150
645,137
623,152
602,157
576,133
613,131
561,180
489,248
494,219
525,230
543,227
560,235
578,254
561,266
531,281
577,296
637,278
659,238
630,227
608,215
629,208
651,214
702,241
678,239
646,193
650,168
568,102
434,301
411,296
447,288
474,272
440,268
408,272
408,253
392,261
385,270
354,294
367,313
259,318
172,326
191,448
268,442
250,463
305,418
330,446
345,461
371,458
404,447
450,432
392,359
369,379
459,318
544,325
610,340
677,336
695,277
690,254
483,293
500,301
491,354
436,366
414,340
411,407
390,416
400,429
383,441
368,430
360,407
341,388
334,343
312,372
252,381
199,386
166,407
163,365
194,346
188,332
207,310
359,338
386,325
423,317
449,339
511,337
483,310
474,340
498,376
523,364
481,389
502,410
484,406
524,382
563,402
630,387
671,420
582,444
609,468
519,448
480,469
499,440
438,461
456,466
710,272
508,257
418,324
417,306
407,378
394,378
384,388
214,345
533,217
464,386
