713,107
162,123
212,133
264,153
349,151
465,177
518,181
383,205
425,199
320,223
265,214
235,322
326,314
329,380
396,367
452,348
498,313
478,272
525,290
594,323
639,206
580,192
674,136
526,130
690,185
697,228
685,284
659,293
630,375
647,417
677,458
604,463
543,463
517,426
290,421
218,429
179,381
184,483
259,471
302,468
370,466
391,489
351,487
333,480
270,491
242,399
272,356
288,385
162,245
194,250
177,287
142,290
165,306
183,311
181,331
160,327
151,315
143,353
202,300
207,284
220,260
225,249
243,260
225,270
259,253
250,240
236,225
230,236
236,207
217,197
180,193
201,180
200,162
178,164
169,177
155,191
154,152
179,143
187,120
247,122
268,103
312,126
333,118
311,117
411,143
433,150
452,141
480,155
464,125
480,123
492,122
503,111
433,124
373,120
373,295
397,274
404,294
445,287
426,324
452,328
386,332
369,346
564,293
554,312
555,345
543,345
532,343
514,345
522,364
505,363
485,375
459,404
429,400
389,413
357,410
357,400
368,432
416,437
435,427
395,456
438,468
428,459
420,465
421,487
455,484
463,466
465,443
470,430
480,415
477,396
449,376
491,340
619,282
593,283
592,260
633,308
653,326
680,327
706,321
690,330
702,374
728,415
367,257
323,261
284,258
294,283
252,441
268,453
173,433
485,491
476,475
499,473
503,493
466,389
411,397
581,352
562,373
534,370
567,395
592,363
584,423
570,453
626,109
599,136
594,150
606,165
546,175
548,194
535,206
546,262
517,246
496,247
492,231
500,214
487,200
470,238
455,221
422,251
377,234
389,242
167,214
156,216
149,223
185,212
203,232
218,230
226,214
191,222
197,207
298,179
549,217
556,203
540,244
561,249
575,245
568,277
622,259
577,131
557,127
582,114
382,162
401,178
633,290
592,299
355,283
354,213
259,272
406,468
428,382
502,410
515,385
694,310
705,304
540,229
522,218
455,425
703,482
