185,119
256,130
310,144
318,123
328,110
344,123
362,116
386,113
396,120
385,130
408,116
402,142
431,139
370,168
388,164
291,170
353,141
348,163
431,168
412,169
261,178
187,158
460,120
476,122
484,104
486,124
512,127
510,108
551,153
534,123
551,109
571,121
491,142
472,195
491,165
592,114
339,184
321,184
316,203
346,204
324,224
325,243
307,247
285,249
289,193
296,211
262,210
253,226
226,205
224,227
233,257
173,283
174,200
244,213
271,231
394,196
427,200
435,255
368,241
529,200
610,142
651,124
650,181
519,242
621,159
594,160
585,169
610,173
574,192
575,205
595,208
572,215
589,188
605,223
691,189
648,225
692,232
667,214
675,234
705,252
685,264
665,267
638,257
605,253
571,235
560,264
581,260
502,203
442,228
429,226
512,160
516,176
507,181
584,127
415,224
423,231
473,254
583,277
567,284
540,278
547,293
548,315
520,306
523,293
490,283
504,292
506,274
518,280
647,240
200,233
150,321
174,359
224,339
303,306
405,307
482,311
447,285
645,297
701,321
684,341
595,295
575,315
612,344
526,333
458,342
442,369
357,356
386,402
304,411
246,451
154,472
173,408
248,398
225,386
255,376
308,360
363,348
246,362
198,442
351,450
323,469
297,473
357,474
442,458
456,397
489,379
481,356
504,343
566,373
523,376
500,402
488,408
488,426
431,407
462,375
472,381
483,394
550,400
559,421
538,452
517,454
596,451
648,401
653,465
696,417
375,469
430,384
210,463
245,340
229,300
601,416
668,349
668,328
642,326
339,269
327,260
256,263
269,262
343,351
352,332
209,407
